/* DATA DESCRIPTION:
Citation:	Freitag, Johannes; Kipfstuhl, Sepp; Weißbach, Stefanie; Karlsson, Nanna Bjørnholt; Münch, Thomas; Hörhold, Maria (2021): Density profile of the NG2012 firn core [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.931739, 
0.544603737	16.660000000
0.545571118	16.665001000
0.546588967	16.670000000
0.547631972	16.674999000
0.548651083	16.680000000
0.549584895	16.684999000
0.550386306	16.690001000
0.551035122	16.695000000
0.551538434	16.700001000
0.551928366	16.705000000
0.552250565	16.709999000
0.552551882	16.715000000
0.552870556	16.719999000
0.553229969	16.725000000
0.553635120	16.730000000
0.554074027	16.735001000
0.554520871	16.740000000
0.554944022	16.745001000
0.555312742	16.750000000
0.555607027	16.754999000
0.555814014	16.760000000
0.555916555	16.764999000
0.555892051	16.770000000
0.555703271	16.775000000
0.555304554	16.780001000
0.554649862	16.785000000
0.553715708	16.790001000
0.552522733	16.795000000
0.551148034	16.799999000
0.549732175	16.805000000
0.548463129	16.809999000
0.547548516	16.815001000
0.547174353	16.820000000
0.547469413	16.825001000
0.548478497	16.830000000
0.550157583	16.834999000
0.552370914	16.840000000
0.554912958	16.844999000
0.557541820	16.850000000
0.560010596	16.855000000
0.562089812	16.860001000
0.563606505	16.865000000
0.564456131	16.870001000
0.564626687	16.875000000
0.564196848	16.879999000
0.563333195	16.885000000
0.562267413	16.889999000
0.561265224	16.895000000
0.560591850	16.900000000
0.560466771	16.905001000
0.561021985	16.910000000
0.562278544	16.915001000
0.564140253	16.920000000
0.566389637	16.924999000
0.568739257	16.930000000
0.570701507	16.934999000
0.571957619	16.940001000
0.572086038	16.945000000
0.570599508	16.950001000
0.566869516	16.955000000
