/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core NGRIP [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824867, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: https://en.wikipedia.org/wiki/North_Greenland_Ice_Core_Project)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 8 m * MAXIMUM DEPTH, ice/snow: 3082 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	15986 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
1088	6.94304		6.70976	0.04637	0.1919	0.5751	48.68
1089	6.95210		6.71777	0.04035	0.2252	0.5747	48.69
1090	6.95982		6.72645	0.04432	0.2226	0.5743	48.70
1091	6.96765		6.73403	0.04930	0.2019	0.5739	48.70
1092	6.97628		6.74238	0.04925	0.2107	0.5735	48.71
1093	6.98455		6.75163	0.04654	0.2065	0.5731	48.72
1094	6.99300		6.76083	0.03436	0.1856	0.5727	48.73
1095	7.00241		6.76935	0.04832	0.1996	0.5723	48.74
1096	7.01116		6.77607	0.04704	0.1904	0.5719	48.75
1097	7.02034		6.78512	0.04342	0.2172	0.5715	48.75
1098	7.02840		6.79387	0.04595	0.2215	0.5711	48.76
1099	7.03631		6.80210	0.04483	0.2382	0.5706	48.77
1100	7.04367		6.81072	0.04649	0.2207	0.5702	48.78
1101	7.05161		6.81922	0.04189	0.2196	0.5697	48.78
1102	7.05961		6.82780	0.04107	0.2735	0.5693	48.79
1103	7.06603		6.83566	0.04295	0.2410	0.5689	48.80
1104	7.07332		6.84350	0.05027	0.2201	0.5684	48.80
1105	7.08132		6.85196	0.04099	0.2025	0.5680	48.81
1106	7.09001		6.86098	0.03579	0.2128	0.5675	48.81
1107	7.09829		6.86843	0.03993	0.1768	0.5671	48.82
1108	7.10826		6.87544	0.03806	0.2378	0.5666	48.82
1109	7.11568		6.88288	0.04663	0.1747	0.5662	48.83
1110	7.12579		6.89065	0.05196	0.2056	0.5657	48.83
1111	7.13439		6.89986	0.05391	0.2092	0.5653	48.83
1112	7.14284		6.90985	0.04693	0.1991	0.5649	48.83
1113	7.15173		6.91954	0.05062	0.2352	0.5644	48.84
1114	7.15927		6.92874	0.04824	0.2018	0.5640	48.84
1115	7.16805		6.93816	0.04866	0.2033	0.5635	48.84
1116	7.17678		6.94736	0.04151	0.2224	0.5631	48.84
1117	7.18477		6.95595	0.04200	0.2118	0.5627	48.84
1118	7.19316		6.96389	0.04630	0.1967	0.5622	48.84
1119	7.20220		6.97232	0.04436	0.2105	0.5618	48.84
1120	7.21065		6.98093	0.04528	0.1766	0.5614	48.84
1121	7.22074		6.98949	0.05039	0.2160	0.5609	48.84
1122	7.22900		6.99871	0.04688	0.1783	0.5605	48.83
1123	7.23900		7.00791	0.04917	0.2028	0.5601	48.83
1124	7.24781		7.01714	0.04313	0.1977	0.5597	48.83
1125	7.25684		7.02577	0.04231	0.2341	0.5592	48.82
1126	7.26448		7.03390	0.03935	0.2080	0.5588	48.82
1127	7.27309		7.04160	0.04248	0.2582	0.5584	48.81
1128	7.28002		7.04956	0.04269	0.2043	0.5580	48.81
1129	7.28879		7.05772	0.03433	0.2071	0.5576	48.80
1130	7.29746		7.06466	0.03894	0.2282	0.5572	48.79
1131	7.30532		7.07194	0.04265	0.2103	0.5568	48.79
1132	7.31386		7.07999	0.04635	0.2508	0.5564	48.78
1133	7.32103		7.08877	0.04412	0.2409	0.5561	48.77
1134	7.32849		7.09730	0.05309	0.2003	0.5557	48.76
1135	7.33748		7.10730	0.03952	0.1835	0.5553	48.75
1136	7.34729		7.11514	0.05378	0.1811	0.5549	48.75
1137	7.35724		7.12529	0.04574	0.2294	0.5545	48.74
1138	7.36510		7.13417	0.04498	0.1937	0.5541	48.73
1139	7.37442		7.14282	0.04008	0.2485	0.5537	48.72
1140	7.38169		7.15189	0.04669	0.2187	0.5534	48.71
1141	7.38995		7.15965	0.04638	0.1618	0.5530	48.71
1142	7.40113		7.16863	0.04243	0.2175	0.5526	48.70
1143	7.40945		7.17749	0.04456	0.2280	0.5522	48.69
1144	7.41739		7.18570	0.04797	0.1976	0.5519	48.68
1145	7.42656		7.19436	0.04485	0.2272	0.5515	48.68
1146	7.43454		7.20350	0.05346	0.1964	0.5511	48.67
1147	7.44377		7.21242	0.04374	0.2264	0.5508	48.67
1148	7.45179		7.22236	0.05298	0.2109	0.5504	48.66
1149	7.46041		7.23116	0.04661	0.2189	0.5500	48.66
1150	7.46872		7.24109	0.04782	0.1894	0.5496	48.65
1151	7.47832		7.25014	0.04040	0.2519	0.5493	48.65
1152	7.48555		7.25897	0.04546	0.2646	0.5489	48.65
1153	7.49244		7.26705	0.03667	0.2082	0.5485	48.64
1154	7.50119		7.27530	0.04630	0.2355	0.5481	48.64
1155	7.50894		7.28299	0.04570	0.1861	0.5477	48.64
1156	7.51875		7.29190	0.04151	0.2027	0.5474	48.64
1157	7.52776		7.30044	0.04503	0.2081	0.5470	48.63
1158	7.53655		7.30873	0.03780	0.2173	0.5466	48.63
1159	7.54497		7.31687	0.03934	0.2768	0.5462	48.63
1160	7.55158		7.32431	0.04729	0.2302	0.5458	48.62
1161	7.55954		7.33263	0.05161	0.2277	0.5454	48.62
1162	7.56759		7.34220	0.05228	0.1624	0.5450	48.62
1163	7.57889		7.35228	0.04132	0.1811	0.5447	48.62
1164	7.58903		7.36134	0.04893	0.1760	0.5443	48.61
1165	7.59947		7.37015	0.03819	0.2506	0.5439	48.61
1166	7.60681		7.37851	0.04338	0.2099	0.5435	48.61
1167	7.61557		7.38650	0.05858	0.1683	0.5431	48.60
1168	7.62651		7.39669	0.04364	0.1883	0.5427	48.60
1169	7.63630		7.40631	0.04168	0.1788	0.5423	48.60
1170	7.64661		7.41455	0.04808	0.2912	0.5419	48.60
1171	7.65295		7.42346	0.04186	0.2465	0.5416	48.60
1172	7.66044		7.43200	0.04842	0.2243	0.5412	48.60
1173	7.66867		7.44101	0.04206	0.2154	0.5408	48.60
1174	7.67726		7.44954	0.04518	0.1879	0.5404	48.60
1175	7.68711		7.45815	0.04355	0.1970	0.5400	48.60
1176	7.69651		7.46668	0.05036	0.1822	0.5397	48.60
1177	7.70668		7.47614	0.03794	0.1987	0.5393	48.60
1178	7.71601		7.48404	0.03615	0.1837	0.5389	48.60
1179	7.72611		7.49112	0.04592	0.2029	0.5385	48.61
1180	7.73526		7.49967	0.04063	0.3123	0.5381	48.61
1181	7.74121		7.50772	0.05141	0.2496	0.5377	48.62
1182	7.74866		7.51737	0.04723	0.2552	0.5373	48.62
1183	7.75596		7.52665	0.04603	0.2206	0.5369	48.63
1184	7.76440		7.53560	0.04412	0.2491	0.5365	48.63
1185	7.77188		7.54420	0.03470	0.2043	0.5361	48.64
1186	7.78101		7.55108	0.04171	0.2035	0.5357	48.65
1187	7.79019		7.55907	0.04220	0.2858	0.5353	48.65
1188	7.79672		7.56724	0.05912	0.2030	0.5349	48.66
1189	7.80593		7.57857	0.05307	0.2127	0.5345	48.67
1190	7.81473		7.58890	0.03846	0.2135	0.5340	48.68
1191	7.82350		7.59949	0.04590	0.2106	0.5336	48.69
1192	7.83239		7.60697	0.05724	0.2340	0.5332	48.70
1193	7.84040		7.61595	0.05119	0.2117	0.5328	48.71
1194	7.84927		7.62700	0.05394	0.2122	0.5323	48.72
1195	7.85813		7.63697	0.03322	0.1894	0.5319	48.73
1196	7.86805		7.64712	0.03921	0.1961	0.5315	48.74
1197	7.87765		7.65367	0.04309	0.1942	0.5310	48.75
1198	7.88734		7.66137	0.04488	0.2211	0.5306	48.76
1199	7.89587		7.66978	0.05148	0.1922	0.5302	48.77
1200	7.90568		7.67869	0.04913	0.1959	0.5297	48.78
1201	7.91532		7.68862	0.05312	0.2038	0.5293	48.79
1202	7.92459		7.69831	0.04878	0.1909	0.5288	48.80
1203	7.93449		7.70848	0.05277	0.2287	0.5284	48.81
1204	7.94277		7.71812	0.04782	0.2237	0.5280	48.82
1205	7.95123		7.72817	0.03118	0.2537	0.5276	48.83
1206	7.95870		7.73669	0.03895	0.1813	0.5271	48.84
1207	7.96917		7.74311	0.03812	0.2172	0.5267	48.85
1208	7.97791		7.75063	0.04411	0.2006	0.5263	48.87
1209	7.98738		7.75834	0.03912	0.2166	0.5259	48.88
1210	7.99616		7.76661	0.04770	0.1827	0.5255	48.90
1211	8.00657		7.77468	0.04792	0.2143	0.5251	48.91
1212	8.01546		7.78392	0.03422	0.2206	0.5247	48.93
1213	8.02410		7.79232	0.04814	0.1680	0.5243	48.95
1214	8.03545		7.79981	0.04599	0.1787	0.5239	48.97
1215	8.04614		7.80895	0.04587	0.2452	0.5235	49.00
1216	8.05393		7.81778	0.04655	0.1881	0.5231	49.03
1217	8.06409		7.82664	0.04197	0.1927	0.5228	49.05
1218	8.07401		7.83525	0.04643	0.1743	0.5224	49.08
1219	8.08499		7.84359	0.04640	0.1930	0.5220	49.12
1220	8.09492		7.85246	0.05201	0.2222	0.5216	49.15
1221	8.10355		7.86171	0.05030	0.1816	0.5213	49.18
1222	8.11411		7.87152	0.05087	0.1794	0.5209	49.22
1223	8.12482		7.88115	0.04477	0.1830	0.5206	49.25
1224	8.13531		7.89043	0.05152	0.2080	0.5202	49.29
1225	8.14455		7.89942	0.05062	0.1706	0.5198	49.32
1226	8.15583		7.90918	0.04872	0.1668	0.5195	49.35
1227	8.16738		7.91870	0.05206	0.1700	0.5191	49.38
1228	8.17871		7.92823	0.04354	0.1650	0.5187	49.40
1229	8.19039		7.93758	0.04456	0.1377	0.5184	49.43
1230	8.20440		7.94597	0.03937	0.2010	0.5180	49.45
1231	8.21400		7.95412	0.05504	0.1838	0.5176	49.46
1232	8.22452		7.96286	0.04603	0.1837	0.5172	49.48
1233	8.23504		7.97274	0.04984	0.1950	0.5169	49.48
1234	8.24496		7.98192	0.04621	0.2702	0.5165	49.49
1235	8.25213		7.99124	0.05478	0.2203	0.5161	49.49
1236	8.26092		8.00094	0.04676	0.2475	0.5157	49.49
1237	8.26876		8.01084	0.04544	0.2042	0.5153	49.48
1238	8.27826		8.01978	0.05961	0.1889	0.5150	49.48
1239	8.28854		8.03003	0.05610	0.1807	0.5146	49.47
1240	8.29929		8.04128	0.04096	0.1862	0.5142	49.45
1241	8.30974		8.05058	0.05331	0.2011	0.5138	49.44
1242	8.31942		8.05999	0.05205	0.1685	0.5134	49.43
1243	8.33098		8.07027	0.05754	0.1750	0.5131	49.41
1244	8.34211		8.08115	0.05199	0.2007	0.5127	49.39
1245	8.35183		8.09172	0.04521	0.1916	0.5123	49.38
1246	8.36202		8.10101	0.05529	0.1819	0.5119	49.36
1247	8.37276		8.11130	0.05598	0.1691	0.5115	49.34
1248	8.38432		8.12226	0.05486	0.2307	0.5111	49.33
1249	8.39280		8.13310	0.04830	0.1959	0.5107	49.31
1250	8.40280		8.14285	0.05887	0.1852	0.5103	49.30
1251	8.41338		8.15405	0.06022	0.1834	0.5099	49.29
1252	8.42407		8.16585	0.05908	0.1763	0.5095	49.28
1253	8.43521		8.17749	0.06090	0.1811	0.5091	49.27
1254	8.44606		8.18942	0.07292	0.2005	0.5087	49.26
1255	8.45586		8.20356	0.05004	0.2216	0.5083	49.25
1256	8.46474		8.21365	0.05473	0.1848	0.5079	49.25
1257	8.47539		8.22436	0.05163	0.1788	0.5075	49.25
1258	8.48641		8.23510	0.03737	0.2170	0.5071	49.25
1259	8.49550		8.24516	0.04576	0.1952	0.5067	49.24
1260	8.50561		8.25255	0.04079	0.1907	0.5063	49.25
1261	8.51597		8.26146	0.04938	0.1815	0.5059	49.25
1262	8.52687		8.26960	0.05339	0.2180	0.5054	49.25
1263	8.53594		8.27937	0.05584	0.1653	0.5050	49.25
1264	8.54793		8.28991	0.05423	0.1927	0.5046	49.25
1265	8.55821		8.30083	0.05024	0.1806	0.5042	49.26
1266	8.56919		8.31135	0.05997	0.2122	0.5037	49.26
1267	8.57855		8.32156	0.05775	0.1710	0.5033	49.27
1268	8.59016		8.33326	0.05043	0.1735	0.5029	49.27
1269	8.60163		8.34429	0.05283	0.1805	0.5024	49.27
1270	8.61265		8.35431	0.05564	0.2045	0.5020	49.28
1271	8.62239		8.36485	0.05986	0.2062	0.5015	49.28
1272	8.63206		8.37603	0.04398	0.1897	0.5011	49.29
1273	8.64258		8.38689	0.05176	0.2027	0.5006	49.29
1274	8.65244		8.39602	0.05476	0.1989	0.5002	49.30
1275	8.66249		8.40642	0.05532	0.1728	0.4997	49.30
1276	8.67407		8.41724	0.05757	0.1951	0.4993	49.31
1277	8.68433		8.42832	0.05608	0.1805	0.4988	49.32
1278	8.69544		8.43956	0.05069	0.1953	0.4983	49.32
1279	8.70571		8.45018	0.04593	0.1911	0.4979	49.33
1280	8.71622		8.45976	0.05502	0.1678	0.4974	49.34
1281	8.72820		8.46962	0.05690	0.2033	0.4970	49.34
1282	8.73810		8.48065	0.04696	0.1830	0.4965	49.35
1283	8.74910		8.49092	0.05220	0.1950	0.4961	49.36
1284	8.75944		8.50071	0.05346	0.2093	0.4956	49.36
1285	8.76908		8.51114	0.05617	0.1770	0.4952	49.37
1286	8.78049		8.52198	0.04685	0.1765	0.4948	49.38
1287	8.79194		8.53204	0.06173	0.1862	0.4943	49.38
1288	8.80280		8.54299	0.05300	0.1888	0.4939	49.39
1289	8.81353		8.55416	0.05657	0.1877	0.4935	49.40
1290	8.82433		8.56506	0.04820	0.1817	0.4930	49.41
1291	8.83549		8.57518	0.05978	0.1687	0.4926	49.42
1292	8.84752		8.58618	0.05897	0.1987	0.4922	49.43
1293	8.85775		8.59788	0.05672	0.1732	0.4918	49.44
1294	8.86949		8.60922	0.05013	0.1737	0.4914	49.45
1295	8.88121		8.61950	0.04974	0.2013	0.4910	49.46
1296	8.89133		8.62934	0.05408	0.1668	0.4906	49.47
1297	8.90355		8.63976	0.05069	0.1761	0.4902	49.48
1298	8.91513		8.64992	0.05166	0.2742	0.4898	49.49
1299	8.92258		8.66006	0.05947	0.1843	0.4894	49.51
1300	8.93367		8.67141	0.05274	0.1905	0.4890	49.52
1301	8.94440		8.68210	0.05703	0.1844	0.4886	49.54
1302	8.95550		8.69314	0.05279	0.1999	0.4883	49.56
1303	8.96574		8.70370	0.05398	0.1733	0.4879	49.57
1304	8.97757		8.71426	0.06151	0.1813	0.4875	49.59
1305	8.98889		8.72608	0.05086	0.1741	0.4872	49.61
1306	9.00067		8.73643	0.05651	0.1730	0.4869	49.63
1307	9.01254		8.74733	0.05312	0.1775	0.4865	49.65
1308	9.02413		8.75785	0.04956	0.1850	0.4862	49.67
1309	9.03525		8.76766	0.05861	0.1710	0.4859	49.69
1310	9.04728		8.77888	0.05885	0.1797	0.4855	49.71
1311	9.05874		8.79040	0.05587	0.2103	0.4852	49.72
1312	9.06855		8.80142	0.05517	0.1748	0.4849	49.75
1313	9.08035		8.81223	0.05556	0.1934	0.4846	49.77
1314	9.09102		8.82309	0.05743	0.1824	0.4842	49.79
1315	9.10234		8.83427	0.06192	0.1704	0.4839	49.81
1316	9.11446		8.84629	0.05266	0.2169	0.4836	49.83
1317	9.12400		8.85676	0.06046	0.1950	0.4832	49.85
1318	9.13461		8.86843	0.06035	0.1626	0.4829	49.87
1319	9.14735		8.88022	0.05216	0.1800	0.4826	49.89
1320	9.15886		8.89054	0.06294	0.1867	0.4822	49.92
1321	9.16996		8.90268	0.05970	0.1812	0.4819	49.94
1322	9.18142		8.91439	0.03854	0.2089	0.4816	49.96
1323	9.19136		8.92215	0.05716	0.1694	0.4812	49.98
1324	9.20362		8.93311	0.05537	0.1549	0.4809	50.00
1325	9.21705		8.94395	0.05720	0.1839	0.4805	50.01
1326	9.22837		8.95516	0.05285	0.1661	0.4802	50.02
1327	9.24091		8.96555	0.06094	0.1644	0.4798	50.03
1328	9.25358		8.97749	0.06071	0.1636	0.4795	50.04
1329	9.26633		8.98897	0.06112	0.1598	0.4791	50.04
1330	9.27939		9.00094	0.05962	0.1780	0.4788	50.05
1331	9.29112		9.01298	0.05724	0.1720	0.4785	50.05
1332	9.30328		9.02473	0.06192	0.1802	0.4781	50.05
1333	9.31489		9.03611	0.05894	0.1899	0.4777	50.05
1334	9.32591		9.04833	0.05043	0.1963	0.4774	50.04
1335	9.33658		9.05984	0.06060	0.1994	0.4770	50.03
1336	9.34710		9.07012	0.05481	0.1693	0.4767	50.02
1337	9.35949		9.08202	0.05809	0.1716	0.4763	50.01
1338	9.37173		9.09307	0.06216	0.1969	0.4759	49.99
1339	9.38239		9.10483	0.04892	0.1680	0.4756	49.98
1340	9.39491		9.11667	0.05437	0.1797	0.4752	49.96
1341	9.40663		9.12674	0.06512	0.1866	0.4748	49.95
1342	9.41791		9.13824	0.05885	0.1737	0.4744	49.93
1343	9.43005		9.15094	0.05673	0.1829	0.4740	49.91
1344	9.44159		9.16264	0.05846	0.2041	0.4736	49.90
1345	9.45193		9.17418	0.05074	0.1683	0.4732	49.88
1346	9.46449		9.18536	0.06248	0.1654	0.4728	49.86
1347	9.47727		9.19657	0.06831	0.1585	0.4724	49.85
1348	9.49063		9.20972	0.05757	0.1883	0.4719	49.83
1349	9.50188		9.22250	0.06369	0.1746	0.4715	49.82
1350	9.51402		9.23476	0.06436	0.1686	0.4711	49.81
1351	9.52661		9.24773	0.06465	0.1425	0.4706	49.79
1352	9.54153		9.26081	0.06616	0.1788	0.4702	49.78
1353	9.55342		9.27410	0.05945	0.1906	0.4697	49.77
1354	9.56459		9.28670	0.06151	0.1791	0.4692	49.76
1355	9.57649		9.29903	0.05871	0.1699	0.4687	49.76
1356	9.58905		9.31115	0.05572	0.1739	0.4682	49.75
1357	9.60132		9.32267	0.05393	0.1791	0.4677	49.74
1358	9.61326		9.33375	0.05308	0.1607	0.4672	49.74
1359	9.62658		9.34460	0.06245	0.1590	0.4667	49.73
1360	9.64006		9.35690	0.06160	0.1771	0.4661	49.73
1361	9.65218		9.36950	0.05372	0.1871	0.4656	49.73
1362	9.66365		9.38075	0.06291	0.1522	0.4651	49.73
1363	9.67778		9.39334	0.05883	0.1828	0.4645	49.73
1364	9.68956		9.40548	0.05665	0.1756	0.4639	49.73
1365	9.70184		9.41712	0.06084	0.1679	0.4634	49.73
1366	9.71469		9.42953	0.05781	0.1667	0.4628	49.73
1367	9.72765		9.44142	0.06282	0.1777	0.4622	49.73
1368	9.73983		9.45208	0.06390	0.1718	0.4617	49.74
1369	9.75243		9.46498	0.06668	0.1916	0.4611	49.74
1370	9.76375		9.47812	0.05619	0.1551	0.4606	49.74
1371	9.77775		9.49163	0.06059	0.1761	0.4600	49.75
1372	9.79010		9.50325	0.06275	0.1640	0.4595	49.76
1373	9.80337		9.51574	0.07422	0.1819	0.4590	49.76
1374	9.81535		9.52897	0.05924	0.1885	0.4585	49.77
1375	9.82692		9.54364	0.05564	0.1578	0.4581	49.78
1376	9.84075		9.55563	0.05921	0.1808	0.4576	49.79
1377	9.85283		9.56715	0.06243	0.1713	0.4572	49.80
1378	9.86560		9.57940	0.06106	0.1618	0.4568	49.81
1379	9.87914		9.59209	0.05938	0.1690	0.4564	49.82
1380	9.89210		9.60446	0.06619	0.1683	0.4560	49.83
1381	9.90513		9.61695	0.06696	0.1629	0.4556	49.85
1382	9.91860		9.63049	0.06021	0.1628	0.4552	49.86
1383	9.93210		9.64373	0.05708	0.1670	0.4549	49.88
1384	9.94526		9.65578	0.07016	0.1666	0.4545	49.89
1385	9.95847		9.66825	0.05855	0.1720	0.4541	49.91
1386	9.97127		9.68174	0.06104	0.1617	0.4538	49.93
1387	9.98490		9.69381	0.06389	0.1677	0.4534	49.94
1388	9.99805		9.70640	0.06444	0.1649	0.4531	49.97
1389	10.01140		9.71939	0.06058	0.1415	0.4527	49.99
1390	10.02700		9.73217	0.06270	0.1715	0.4524	50.01
1391	10.03990		9.74458	0.05636	0.1578	0.4520	50.04
1392	10.05400		9.75676	0.06963	0.1657	0.4517	50.06
1393	10.06730		9.76917	0.06145	0.1661	0.4514	50.09
1394	10.08070		9.78257	0.06606	0.1552	0.4510	50.12
1395	10.09490		9.79532	0.05968	0.1591	0.4507	50.16
1396	10.10890		9.80811	0.05767	0.1738	0.4504	50.19
1397	10.12170		9.81993	0.06894	0.1695	0.4500	50.23
1398	10.13480		9.83241	0.06029	0.1689	0.4497	50.26
1399	10.14790		9.84554	0.06372	0.1706	0.4494	50.30
1400	10.16100		9.85788	0.06753	0.1559	0.4490	50.34
1401	10.17530		9.87094	0.06473	0.1664	0.4487	50.38
1402	10.18870		9.88424	0.06509	0.1687	0.4484	50.42
1403	10.20190		9.89721	0.06731	0.1458	0.4481	50.46
1404	10.21720		9.91040	0.06745	0.1837	0.4478	50.50
1405	10.22940		9.92387	0.06584	0.1557	0.4474	50.53
1406	10.24370		9.93723	0.06611	0.1599	0.4471	50.57
1407	10.25770		9.95042	0.06413	0.1663	0.4468	50.60
1408	10.27120		9.96349	0.06825	0.1677	0.4465	50.63
1409	10.28450		9.97666	0.06588	0.1497	0.4461	50.66
1410	10.29950		9.99015	0.06707	0.1703	0.4458	50.69
1411	10.31270		10.00350	0.07821	0.1546	0.4455	50.71
1412	10.32720		10.01790	0.06465	0.1428	0.4451	50.73
1413	10.34290		10.03250	0.07030	0.1434	0.4449	50.74
1414	10.35860		10.04590	0.06704	0.1574	0.4445	50.76
1415	10.37290		10.05980	0.06691	0.1607	0.4442	50.77
1416	10.38690		10.07330	0.07164	0.1449	0.4439	50.78
1417	10.40240		10.08730	0.06995	0.1502	0.4435	50.78
1418	10.41750		10.10160	0.06409	0.1514	0.4432	50.79
1419	10.43240		10.11520	0.06573	0.1540	0.4428	50.79
1420	10.44700		10.12840	0.06599	0.1474	0.4424	50.79
1421	10.46240		10.14170	0.06536	0.1541	0.4421	50.79
1422	10.47700		10.15510	0.07148	0.1495	0.4417	50.79
1423	10.49220		10.16910	0.06701	0.1588	0.4414	50.79
1424	10.50640		10.18310	0.06611	0.1515	0.4410	50.78
1425	10.52140		10.19660	0.07643	0.1548	0.4407	50.78
1426	10.53610		10.21140	0.06081	0.1517	0.4403	50.79
1427	10.55100		10.22500	0.07167	0.1472	0.4400	50.79
1428	10.56650		10.23880	0.06983	0.1488	0.4396	50.79
1429	10.58180		10.25310	0.06716	0.1487	0.4392	50.80
1430	10.59710		10.26690	0.06666	0.1453	0.4389	50.81
1431	10.61280		10.28050	0.07467	0.1695	0.4385	50.83
1432	10.62620		10.29510	0.06577	0.1458	0.4382	50.85
1433	10.64190		10.30900	0.07244	0.1540	0.4378	50.87
1434	10.65670		10.32330	0.07850	0.1448	0.4374	50.89
1435	10.67250		10.33880	0.07825	0.1505	0.4370	50.92
1436	10.68770		10.35460	0.07142	0.1473	0.4366	50.95
1437	10.70320		10.36940	0.07006	0.1448	0.4362	50.98
1438	10.71910		10.38350	0.07773	0.1449	0.4358	51.02
1439	10.73490		10.39880	0.07510	0.1453	0.4354	51.06
1440	10.75070		10.41400	0.07457	0.1418	0.4350	51.10
1441	10.76690		10.42900	0.07341	0.1470	0.4346	51.14
1442	10.78260		10.44370	0.07680	0.1501	0.4342	51.18
1443	10.79790		10.45890	0.07356	0.1601	0.4338	51.23
1444	10.81230		10.47380	0.07590	0.1476	0.4334	51.27
1445	10.82790		10.48890	0.07163	0.1411	0.4329	51.31
1446	10.84430		10.50340	0.07514	0.1374	0.4325	51.35
1447	10.86110		10.51820	0.07365	0.1376	0.4321	51.40
1448	10.87800		10.53300	0.07523	0.1377	0.4317	51.43
1449	10.89480		10.54800	0.07765	0.1438	0.4313	51.47
1450	10.91090		10.56340	0.07686	0.1284	0.4308	51.50
1451	10.92900		10.57890	0.07701	0.1481	0.4304	51.54
1452	10.94470		10.59430	0.07884	0.1436	0.4300	51.56
1453	10.96090		10.61010	0.06773	0.1499	0.4296	51.59
1454	10.97640		10.62400	0.07874	0.1310	0.4291	51.61
1455	10.99420		10.63960	0.07466	0.1497	0.4288	51.63
1456	11.00980		10.65460	0.07942	0.1373	0.4283	51.65
1457	11.02680		10.67050	0.07649	0.1464	0.4279	51.66
1458	11.04270		10.68610	0.07822	0.1419	0.4274	51.67
